id,eigenkapital_2014,loehne_und_gehaelter_2014,gesamtbezuege_2014,anzahl_vorstaende_2014,jahresueberschuss_2014,anmerkungen_2014,eigenkapital_2013,loehne_und_gehaelter_2013,gesamtbezuege_2013,anzahl_vorstaende_2013,jahresueberschuss_2013,anmerkungen_2013,sparkasse,vergebene_kredite_2014,notleidende_kredite_2014,npl_quote_2014,vergebene_unternehmenskredite_2014,notleidende_unternehmenskredite_2014,npl_quote_unternehmen_2014,vergebene_privatkredite_2014,notleidende_privatkredite_2014,npl_quote_privat_2014,vergebene_kredite_2013,notleidende_kredite_2013,npl_quote_2013,vergebene_unternehmenskredite_2013,notleidende_unternehmenskredite_2013,npl_quote_unternehmen_2013,vergebene_privatkredite_2013,notleidende_privatkredite_2013,npl_quote_privat_2013,mitarbeiter_2013,mitarbeiter_2014,bilanzsumme_2013,bilanzsumme_2014,verband,state
374,30478622.0,4649020.0,,2.0,675889.0,,29802734.0,4563342.0,,2.0,334759.0,,Stadtsparkasse Wedel,641567000.0,5279000.0,0.64,259538000.0,4243000.0,1.63,162538000.0,1036000.0,0.64,,,,,,,,,,104.0,106.0,514772342.0,528645179.0,SVSH,Schleswig-Holstein
376,20255000.0,4130881.0,,2.0,250000.0,,20005000.0,3955046.0,,2.0,262000.0,,Sparkasse Bonndorf-Stühlingen,601200000.0,28900000.0,2.74,175000000.0,23700000.0,13.54,189600000.0,5200000.0,2.74,,,,,,,,,,111.0,109.0,488174852.0,505708238.0,SVBW,Baden-Württemberg
377,17992826.0,4490437.0,,2.0,348256.0,,17644570.0,4268330.0,,2.0,347166.0,,Stadtsparkasse Schwedt,544120000.0,3382000.0,0.92,109896000.0,2288000.0,2.08,118855000.0,1094000.0,0.92,,,,,,,,,,108.0,107.0,475885580.0,428650221.0,OSV,Brandenburg
378,22179167.0,3638451.0,,2.0,314237.0,,21864930.0,3349183.0,,2.0,144232.0,,Sparkasse Gengenbach,541500000.0,11473000.0,3.79,155944000.0,3785000.0,2.43,202766000.0,7688000.0,3.79,,,,,,,,,,89.0,93.0,464078870.0,457321521.0,SVBW,Baden-Württemberg
381,29500719.0,5886951.0,,2.0,536446.0,,28964273.0,5892684.0,,2.0,520229.0,,Stadtsparkasse Wunstorf,554609000.0,31964000.0,2.0,205055000.0,26813000.0,13.08,257667000.0,5151000.0,2.0,,,,,,,,,,150.0,145.0,439340065.0,458195065.0,SVN,Niedersachsen
382,25175238.0,3476515.0,,2.0,1257504.0,,23917734.0,3440700.0,,2.0,852637.0,,Sparkasse Wolfach,518700000.0,1878000.0,0.51,141239000.0,1113000.0,0.79,149493000.0,765000.0,0.51,,,,,,,,,,109.0,109.0,440679138.0,446559380.0,SVBW,Baden-Württemberg
383,41400000.0,4495077.0,,2.0,643154.0,,27263617.0,4437428.0,,2.0,673411.0,"Die Spendensumme enthält Ausgaben für die hauseigene Stiftung,",Sparkasse Nördlingen,506129000.0,2075000.0,0.01,149405000.0,2062000.0,1.38,183239000.0,13000.0,0.01,,,,,,,,,,144.0,136.0,428072551.0,431000000.0,SVB,Bayern
388,23092803.0,4377536.0,,2.0,403996.0,,22738807.0,4247358.0,,2.0,401409.0,,Stadtsparkasse Burgdorf,448298000.0,3736000.0,0.79,96339000.0,2689000.0,2.79,123589000.0,978000.0,0.79,,,,,,,,,,107.0,105.0,401495400.0,409551995.0,SVN,Niedersachsen
392,23023281.0,5445148.0,,2.0,426268.0,,22597013.0,5620223.0,,2.0,405439.0,,Sparkasse Münden,432220000.0,8595000.0,0.8,153089000.0,6439000.0,4.21,159882000.0,1274000.0,0.8,,,,,,,,,,160.0,156.0,363500000.0,368300000.0,SVN,Niedersachsen
398,26241370.0,4018943.0,,2.0,411927.0,,25829443.0,3977124.0,236000.0,2.0,431328.0,,Stadtsparkasse Barsinghausen,370860000.0,22530000.0,1.34,179200000.0,21100000.0,11.77,106640000.0,1430000.0,1.34,,,,,,,,,,107.0,104.0,316497811.0,323298572.0,SVN,Niedersachsen
404,17530758.0,3543958.0,,2.0,225000.0,,17305799.0,3376703.0,,2.0,272437.0,,Kreis- und Stadtsparkasse Dinkelsbühl,363544000.0,2108000.0,0.97,112783000.0,1162000.0,1.03,97586000.0,947000.0,0.97,,,,,,,,,,106.0,103.0,297737304.0,299524000.0,SVB,Bayern
410,12311198.0,2964376.0,,2.0,447512.0,,11923086.0,2800411.0,,2.0,451939.0,,Sparkasse Fröndenberg,266476000.0,4503000.0,1.49,64185000.0,2662000.0,4.15,123217000.0,1841000.0,1.49,,,,,,,,,,75.0,76.0,229731356.0,234459164.0,SVWL,Nordrhein-Westfalen
416,9821532.0,1949527.0,,2.0,72155.0,,,1896394.0,,2.0,76359.0,,Stadtsparkasse Bad Sachsa,130400000.0,4946000.0,1.52,34419000.0,4531000.0,13.16,27392000.0,415000.0,1.52,,,,,,,,,,45.0,44.0,127444000.0,119350378.0,SVN,Niedersachsen
